3.331066420601850320e-01,5.002213230547173373e-01,5.000542356449304560e-01,5.000573622938967455e-01,4.999270071769852386e-01,4.999449813790729502e-01,5.000368381877164925e-01
4.989166645368498521e-01,1.665489341928317324e-01,5.000597152742513041e-01,5.000586836129600199e-01,4.999228527475000905e-01,4.999894119334502562e-01,5.000224177550879334e-01
7.497966526218383665e-01,7.775505092822606601e-01,5.000546706905286687e-01,5.000524227121186938e-01,4.999281830998199005e-01,5.000412037351255057e-01,5.000218359543594504e-01
8.331313852325210600e-01,5.002300701680744144e-01,5.000550992684666962e-01,5.000794598118886158e-01,4.999255769960629370e-01,4.999897844296718463e-01,5.000269710419783520e-01
8.341747650070984177e-01,7.002451812185163105e-01,5.000599239792745676e-01,5.000560713273667357e-01,4.999287807130384786e-01,5.000640831726125279e-01,5.000455761146370692e-01
5.834038271045663970e-01,0.000000000000000000e+00,5.000543867869268189e-01,5.000551537177514438e-01,4.999235270241039197e-01,4.999911954238162037e-01,5.000264110593353184e-01
6.665583865115258799e-01,7.497442146836803545e-01,5.000599420720885924e-01,5.000581525614385958e-01,4.999234788469792967e-01,4.999880812458714074e-01,5.000256064334398509e-01
9.999999999999998890e-01,9.168201009783525368e-01,5.000546714203055743e-01,5.000538238371848854e-01,4.999275208959348404e-01,4.999902107949296681e-01,5.000216376294953635e-01
9.999999999999998890e-01,1.000000000000000000e+00,5.000546714203055743e-01,5.000529689982812220e-01,4.999265662613719408e-01,4.999901081510662038e-01,5.000211667541283322e-01
8.334706896607462223e-01,5.994512138428550463e-01,5.000556548711874161e-01,5.000549365057932460e-01,4.999265739733197433e-01,4.999884606214947125e-01,5.000265596933318735e-01
1.000000000000000000e+00,1.672692470359114225e-01,5.000597655672467390e-01,5.000576304461984423e-01,4.999284346750584862e-01,4.999919612943438674e-01,5.000255391881083256e-01
0.000000000000000000e+00,2.437416380023188500e-01,5.000592471167042419e-01,5.000527986921167178e-01,4.999280074996259593e-01,4.999973890913421704e-01,5.000205189124562466e-01
9.172022446848742128e-01,7.265819416205274717e-01,4.999535625649279558e-01,5.000542338268032516e-01,4.999269006334948195e-01,4.999853753450963501e-01,5.000250060876862968e-01
1.000000000000000000e+00,5.833830520655085561e-01,5.000595821044970801e-01,5.000520303907423081e-01,4.999285622185472566e-01,4.999901234767105684e-01,5.000269320932907435e-01
1.000000000000000000e+00,3.336132863730269515e-01,4.999541300471936345e-01,5.000537149106601964e-01,4.999255925065710371e-01,4.999940029710421840e-01,5.000261751664216714e-01
8.334353228524423729e-01,4.001744934864442937e-01,5.000545371243078074e-01,5.000544320615568639e-01,4.998796240786289591e-01,4.999242660560833107e-01,5.000255027432668475e-01
3.335341454583436449e-01,2.499653902665366634e-01,5.000545118909575093e-01,5.000980510798900269e-01,4.999284343616494652e-01,4.999859938164384343e-01,5.000215117668226350e-01
4.168667604622664502e-01,4.004756697530483800e-01,5.000593482689191793e-01,5.000592628473998769e-01,4.999246300835505363e-01,5.000430237230873987e-01,5.000378996767351758e-01
6.664843771692700036e-01,6.256453673216572087e-01,5.000592654756602640e-01,5.000590073312164430e-01,4.999284652050709488e-01,4.999969630624903627e-01,5.000270304547638212e-01
7.497928741271714381e-01,1.117167737737229244e-01,5.000551694190893404e-01,5.000538129997819103e-01,4.999143000069702913e-01,5.000658001758367943e-01,5.000264239657470355e-01
8.332069052124992936e-01,1.000000000000000000e+00,5.000551473588079610e-01,5.000523288488362139e-01,4.999255926471404821e-01,4.999867230569651211e-01,5.000263987450817016e-01
4.168865752738651898e-01,2.007135599548376947e-01,5.000543527661840404e-01,5.000524174019886914e-01,4.999084834311785519e-01,4.999956827688624705e-01,5.000267578134749424e-01
5.000621333753556552e-01,0.000000000000000000e+00,5.000592430921249054e-01,5.000543313833077930e-01,4.999148880928918626e-01,4.999971134069275958e-01,5.000363067264725903e-01
8.326933416392914289e-01,8.004441029963984544e-01,5.000593972523416086e-01,5.000581951840821215e-01,4.999036908207297736e-01,5.000672232024457875e-01,5.000234344842467982e-01
1.000000000000000000e+00,6.656150591181347886e-01,5.000596530943512974e-01,5.000538155975530197e-01,4.999286082165556033e-01,5.000962972576621368e-01,5.000271774714291073e-01
5.830845612400202826e-01,8.575457936169728068e-01,5.000593674937766631e-01,5.000515002947558685e-01,4.999281615878573559e-01,4.999901032300848591e-01,5.000246223475084406e-01
1.000000000000000000e+00,4.996425226524168761e-01,5.000544836104395818e-01,5.000581711399642026e-01,4.999283957006689372e-01,4.999844466196073922e-01,5.000264115418415756e-01
1.000000000000000000e+00,8.343305791510366443e-02,5.000548303370249137e-01,5.000543244887377670e-01,4.999268543257396336e-01,4.999908108692799336e-01,5.000363082739600618e-01
